axiom_pattern;axiom;template;question;question_type;op_category;ontology;file;question_type_short;op_category_short;row_id
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);Gas SubclassOf(scatteredPortionOf only SolidSol),Gas SubclassOf(StuffState);Which [X/noArticle] is [prop/*OP_IS_NOUNS_PREP] [Y]?;Which stuff state is a scattered portion of a solid sol?;op_What-2-part-1-rel;OP_IS_NOUNS_PREP;Stuff;What-2-part-1-rel.csv;w2p1r;is_noun_prep;183563
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);EvenDistribution SubclassOf(contiguousPortion only Container),EvenDistribution SubclassOf(Region);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which region contiguouses portion that is a container?;op_What-2-part-1-rel;OP_HAS_NOUNS;Stuff;What-2-part-1-rel.csv;w2p1r;has_nouns;137478
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);Distribution SubclassOf(contiguousPortion only Paste),Distribution SubclassOf(Quality);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which quality contiguouses portion that is a paste?;op_What-2-part-1-rel;OP_HAS_NOUNS;Stuff;What-2-part-1-rel.csv;w2p1r;has_nouns;135686
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);StuffRole SubclassOf(hasGranuleType only StuffState),StuffRole SubclassOf(Role);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which role has a granule type that is stuffing state?;op_What-2-part-1-rel;OP_HAS_NOUNS;Stuff;What-2-part-1-rel.csv;w2p1r;has_nouns;164625
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);SolidAerosol SubclassOf(inheresIn only Suspension),SolidAerosol SubclassOf(Stuff);Which [X/noArticle] [prop/*OP_VERB_PREP-third] only [Y]?;Which stuff inheres in only a suspension?;op_What-2-part-1-rel-quant-only;OP_VERB_PREP;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;verb_prep;198385
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);Solid SubclassOf(isContiguousPortionOf only Role),Solid SubclassOf(State);Which [X/noArticle] is [prop/*OP_IS_NOUNS_PREP] only [Y]?;Which state is a contiguous portion of only a role?;op_What-2-part-1-rel-quant-only;OP_IS_NOUNS_PREP;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;is_noun_prep;253320
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);AbstractRegion SubclassOf(hasQuality only Solvent),AbstractRegion SubclassOf(Abstract);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is only [Y]?;Which abstract has quality that is only a solvent?;op_What-2-part-1-rel-quant-only;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;has_nouns;229926
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);State SubclassOf(isContiguousPortionOf only StructuredPureStuff),State SubclassOf(Perdurant);Which [X/noArticle] is [prop/*OP_IS_NOUNS_PREP] only [Y]?;Which perdurant is a contiguous portion of only structured pure stuff?;op_What-2-part-1-rel-quant-only;OP_IS_NOUNS_PREP;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;is_noun_prep;248807
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);Lump SubclassOf(hasQuale only SolidHeterogeneousMixture),Lump SubclassOf(Piece);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is only [Y]?;Which piece has a quale that is only a solid heterogeneous mixture?;op_What-2-part-1-rel-quant-only;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;has_nouns;211894
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);StuffState SubclassOf(hasContainedScatteredPortion only State),StuffState SubclassOf(State);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is only [Y]?;Which state has a contained scattered portion that is only stating?;op_What-2-part-1-rel-quant-only;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;has_nouns;233127
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);Bulk SubclassOf(inheresIn only UnevenDistribution),Bulk SubclassOf(Stuff);Which [X/noArticle] [prop/*OP_VERB_PREP-third] only [Y]?;Which stuff inheres in only uneven distribution?;op_What-2-part-1-rel-quant-only;OP_VERB_PREP;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;verb_prep;192803
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);StuffRole SubclassOf(scatteredStuffPartOf only Lump),StuffRole SubclassOf(Endurant);Which [X/noArticle] is [prop/*OP_IS_NOUNS_PREP] only [Y]?;Which endurant is scattered stuff part of only a lump?;op_What-2-part-1-rel-quant-only;OP_IS_NOUNS_PREP;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;is_noun_prep;256942
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);ContinuousMedium SubclassOf(hasQuale only AbstractRegion),ContinuousMedium SubclassOf(Endurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is only [Y]?;Which endurant has a quale that is only an abstract region?;op_What-2-part-1-rel-quant-only;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;has_nouns;220367
[Z] SubclassOf([X]),[Z] SubclassOf([prop] only [Y]);Role SubclassOf(hasPortion only Colloid),Role SubclassOf(Endurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is only [Y]?;Which endurant has a portion that is only a colloid?;op_What-2-part-1-rel-quant-only;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-only.csv;w2p1r_qo;has_nouns;217409
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);Piece SubclassOf(portionOf some AmountOfStuff),Piece SubclassOf(AmountOfStuff);Which [X/noArticle] is [prop/*OP_IS_NOUNS_PREP] some [Y]?;Which amount of stuff is a portion of some amount of stuff?;op_What-2-part-1-rel-quant-some;OP_IS_NOUNS_PREP;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;is_noun_prep;261465
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);Foam SubclassOf(hasPart some Stuff),Foam SubclassOf(HomogeneousMixture);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which homogeneous mixture has part that is some stuff?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;260325
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);Bulk SubclassOf(hasPartStuff some Stuff),Bulk SubclassOf(Endurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which endurant has part stuff that is some stuff?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;260061
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);SolidHeterogeneousMixture SubclassOf(hasProperPart some Stuff),SolidHeterogeneousMixture SubclassOf(Stuff);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which stuff has proper part that is some stuff?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;259692
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);SolidHeterogeneousMixture SubclassOf(hasPart some Stuff),SolidHeterogeneousMixture SubclassOf(PhysicalEndurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which physical endurant has part that is some stuff?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;259769
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);AssociationalColloid SubclassOf(hasStuffDistribution some Region),AssociationalColloid SubclassOf(Endurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which endurant has stuff distribution that is some region?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;259423
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);StuffRole SubclassOf(inheresIn some Endurant),StuffRole SubclassOf(Endurant);Which [X/noArticle] [prop/*OP_VERB_PREP-third] some [Y]?;Which endurant inheres in some endurant?;op_What-2-part-1-rel-quant-some;OP_VERB_PREP;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;verb_prep;259297
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);UnstructuredPureStuff SubclassOf(hasPart some Stuff),UnstructuredPureStuff SubclassOf(PhysicalEndurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which physical endurant has part that is some stuff?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;260272
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);Bulk SubclassOf(hasPartStuff some PhysicalEndurant),Bulk SubclassOf(Endurant);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which endurant has part stuff that is some physical endurant?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;260063
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);LiquidAerosol SubclassOf(hasPartStuff some Endurant),LiquidAerosol SubclassOf(MixedStuff);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which mixed stuff has part stuff that is some endurant?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;Stuff;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;259544
[X] SubclassOf([prop] only [Y]);Bulk SubclassOf(hasPortion only PhysicalEndurant);[X] [prop/*OP_HAS_NOUNS-third] that is [Y]. True or false?;A bulk has a portion that is a physical endurant. True or false?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;300511
[X] SubclassOf([prop] only [Y]);Solute SubclassOf(portionOf only HeterogeneousMixture);Is [X] [prop/*OP_IS_NOUNS_PREP] [Y]?;Is a solute a portion of a heterogeneous mixture?;op_Yes-No-2-part-1-rel;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;is_noun_prep;329312
[X] SubclassOf([prop] only [Y]);State SubclassOf(scatteredStuffPartOf only AmountOfStuff);[X] is [prop/*OP_IS_NOUNS_PREP] [Y]. True or false?;Stating is scattered stuff part of an amount of stuff. True or false?;op_Yes-No-2-part-1-rel;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;is_noun_prep;333131
[X] SubclassOf([prop] only [Y]);Molecule SubclassOf(hasQuale only HomogeneousMixture);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is [Y].;True or false: A molecule has a quale that is a homogeneous mixture.;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;308417
[X] SubclassOf([prop] only [Y]);Region SubclassOf(scatteredPortionOf only DispersionColloid);True or false: [X] is [prop/*OP_IS_NOUNS_PREP] [Y].;True or false: A region is a scattered portion of a dispersion colloid.;op_Yes-No-2-part-1-rel;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;is_noun_prep;341218
[X] SubclassOf([prop] only [Y]);Drop SubclassOf(hasQuale only SolidFoam);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is [Y].;True or false: A drop has a quale that is a solid foam.;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;311561
[X] SubclassOf([prop] only [Y]);Ion SubclassOf(inheresIn only State);[X] [prop/*OP_VERB_PREP-third] [Y]. True or false?;An ion inheres in stating. True or false?;op_Yes-No-2-part-1-rel;OP_VERB_PREP;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;verb_prep;267221
[X] SubclassOf([prop] only [Y]);Ion SubclassOf(hasPortion only Atom);[X] [prop/*OP_HAS_NOUNS-third] that is [Y]. True or false?;An ion has a portion that is an atom. True or false?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;295418
[X] SubclassOf([prop] only [Y]);ContinuousMedium SubclassOf(hasGranuleType only Sol);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is [Y]?;Does a continuous medium have a granule type that is a sol?;op_Yes-No-2-part-1-rel;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;has_nouns;282018
[X] SubclassOf([prop] only [Y]);State SubclassOf(inheresIn only Portion);True or false: [X] [prop/*OP_VERB_PREP-third] [Y].;True or false: Stating inheres in a portion.;op_Yes-No-2-part-1-rel;OP_VERB_PREP;Stuff;Yes-No-2-part-1-rel.csv;yn2p1r;verb_prep;270623
[X] SubclassOf([prop] only [Y]);Region SubclassOf(hasContainedScatteredPortion only MicellarColloid);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is only [Y]?;Does a region have a contained scattered portion that is only a micellar colloid?;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;363055
[X] SubclassOf([prop] only [Y]);Solid SubclassOf(scatteredPortionOf only Region);Is [X] [prop/*OP_IS_NOUNS_PREP] only [Y]?;Is being a solid a scattered portion of only a region?;op_Yes-No-2-part-1-rel+1-quant-only;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;is_noun_prep;410501
[X] SubclassOf([prop] only [Y]);Abstract SubclassOf(isContiguousPortionOf only StuffState);[X] is [prop/*OP_IS_NOUNS_PREP] only [Y]. True or false?;An abstract is a contiguous portion of only stuffing state. True or false?;op_Yes-No-2-part-1-rel+1-quant-only;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;is_noun_prep;415331
[X] SubclassOf([prop] only [Y]);SolidAerosol SubclassOf(inheresIn only MicellarColloid);True or false: [X] [prop/*OP_VERB_PREP-third] only [Y].;True or false: A solid aerosol inheres in only a micellar colloid.;op_Yes-No-2-part-1-rel+1-quant-only;OP_VERB_PREP;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;verb_prep;354272
[X] SubclassOf([prop] only [Y]);Drop SubclassOf(hasQuale only EvenDistribution);[X] [prop/*OP_HAS_NOUNS-third] that is only [Y]. True or false?;A drop has a quale that is only an even distribution. True or false?;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;375773
[X] SubclassOf([prop] only [Y]);Distribution SubclassOf(contiguousPortion only AbstractRegion);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is only [Y].;True or false: Distribution contiguouses portion that is only an abstract region.;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;391767
[X] SubclassOf([prop] only [Y]);UnevenDistribution SubclassOf(instantiation only HeterogeneousMixture);[X] [prop/*OP_HAS_NOUNS-third] that is only [Y]. True or false?;Uneven distribution instantiations that is only a heterogeneous mixture. True or false?;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;374010
[X] SubclassOf([prop] only [Y]);Gel SubclassOf(hasQuale only DispersionColloid);[X] [prop/*OP_HAS_NOUNS-third] that is only [Y]. True or false?;A gel has a quale that is only a dispersion colloid. True or false?;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;385973
[X] SubclassOf([prop] only [Y]);AbstractRegion SubclassOf(hasGranuleType only Portion);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is only [Y].;True or false: An abstract region has a granule type that is only a portion.;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;401009
[X] SubclassOf([prop] only [Y]);Abstract SubclassOf(hasScatterStuffPart only Bulk);[X] [prop/*OP_HAS_NOUNS-third] that is only [Y]. True or false?;An abstract has a scatter stuff part that is only a bulk. True or false?;op_Yes-No-2-part-1-rel+1-quant-only;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-only.csv;yn2p1r1_1_qo;has_nouns;378045
[X] SubclassOf([prop] some [Y]);Bulk SubclassOf(hasPartStuff some PhysicalEndurant);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is some [Y]?;Does a bulk have part stuff that is some physical endurant?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426179
[X] SubclassOf([prop] some [Y]);AssociationalColloid SubclassOf(hasPartStuff some PhysicalEndurant);True or false: [X] [prop/*OP_HAS_NOUNS-third] that is some [Y].;True or false: An associational colloid has part stuff that is some physical endurant.;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426819
[X] SubclassOf([prop] some [Y]);UnstructuredPureStuff SubclassOf(hasStuffDistribution some Region);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;Unstructured pure stuff has stuff distribution that is some region. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426604
[X] SubclassOf([prop] some [Y]);Paste SubclassOf(hasPart some Endurant);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;A paste has part that is some endurant. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426701
[X] SubclassOf([prop] some [Y]);PureBulk SubclassOf(hasPartStuff some PhysicalEndurant);Does [X] [prop/*OP_HAS_NOUNS-infinitive] that is some [Y]?;Does a pure bulk have part stuff that is some physical endurant?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426372
[X] SubclassOf([prop] some [Y]);Slice SubclassOf(scatteredPortionOf some PhysicalEndurant);Is [X] [prop/*OP_IS_NOUNS_PREP] some [Y]?;Is a slice a scattered portion of some physical endurant?;op_Yes-No-2-part-1-rel+1-quant-some;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;is_noun_prep;427228
[X] SubclassOf([prop] some [Y]);Gel SubclassOf(hasStuffDistribution some Region);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;A gel has stuff distribution that is some region. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426632
[X] SubclassOf([prop] some [Y]);StructuredPureStuff SubclassOf(hasPartStuff some PhysicalEndurant);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;Structured pure stuff has part stuff that is some physical endurant. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426539
[X] SubclassOf([prop] some [Y]);Piece SubclassOf(properPartOf some AmountOfStuff);Is [X] [prop/*OP_IS_NOUNS_PREP] some [Y]?;Is a piece proper part of some amount of stuff?;op_Yes-No-2-part-1-rel+1-quant-some;OP_IS_NOUNS_PREP;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;is_noun_prep;427212
[X] SubclassOf([prop] some [Y]);Solution SubclassOf(hasPart some PhysicalEndurant);[X] [prop/*OP_HAS_NOUNS-third] that is some [Y]. True or false?;A solution has part that is some physical endurant. True or false?;op_Yes-No-2-part-1-rel+1-quant-some;OP_HAS_NOUNS;Stuff;Yes-No-2-part-1-rel+1-quant-some.csv;yn2p1r_1_qs;has_nouns;426593
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(LinguisticConcept),NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which linguistic concept has a specificity that is a nonspecific?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427386
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(hasConjunct),hasWordConjunct SubclassOf(hasChild some Token);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which has conjunct has a child that is a token?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427393
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(Relation),hasConjunct SubclassOf(hasParent some CoordinatingConjunction);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which dependency relation has a parent that is a non initial coordinating conjunction?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427390
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(LinguisticAnnotation),hasWordConjunct SubclassOf(hasChild some Token);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which linguistic annotation has a child that is a token?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427396
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(SyntacticRelation),hasConjunct SubclassOf(hasParent some CoordinatingConjunction);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which syntactic relation has a parent that is a non initial coordinating conjunction?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427389
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(LinguisticConcept),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which linguistic concept has a semantic valency that is an atransitive?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427379
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(LinguisticAnnotation),NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which linguistic annotation has a specificity that is a nonspecific?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427388
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(MorphosyntacticCategory),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which morphosyntactic category has a semantic valency that is an atransitive?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427378
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(LinguisticAnnotation),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which linguistic annotation has a semantic valency that is an atransitive?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427381
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(Pronoun),NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is [Y]?;Which attributive pronoun has a specificity that is a nonspecific?;op_What-2-part-1-rel;OP_HAS_NOUNS;olia;What-2-part-1-rel.csv;w2p1r;has_nouns;427383
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasWordConjunct SubclassOf(LinguisticAnnotation),hasWordConjunct SubclassOf(hasChild some Token);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which linguistic annotation has a child that is some token?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427418
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);NonspecificPronoun SubclassOf(SyntacticCategory),NonspecificPronoun SubclassOf(hasSpecificity some Nonspecific);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which syntactic category has a specificity that is some nonspecific?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427409
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(SyntacticCategory),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which syntactic category has a semantic valency that is some atransitive?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427402
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);hasConjunct SubclassOf(LinguisticConcept),hasConjunct SubclassOf(hasParent some CoordinatingConjunction);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which linguistic concept has a parent that is some non initial coordinating conjunction?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427414
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(MainVerb),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which main verb has a semantic valency that is some atransitive?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427398
[Z] SubclassOf([X]),[Z] SubclassOf([prop] some [Y]);ImpersonalVerb SubclassOf(LinguisticConcept),ImpersonalVerb SubclassOf(hasSemanticValency some Atransitive);Which [X/noArticle] [prop/*OP_HAS_NOUNS-third] that is some [Y]?;Which linguistic concept has a semantic valency that is some atransitive?;op_What-2-part-1-rel-quant-some;OP_HAS_NOUNS;olia;What-2-part-1-rel-quant-some.csv;w2p1r_qs;has_nouns;427401
